serial_no,h1_cd,h2_cd,h3_cd,td_desc,mark_id_char
87941076,"02,05,09","2,010,211,051,109,030,000","20,135,021,102,051,100,000,000,000,000,000,000","the mark consists of the two dimensional trade dress on a shirt consisting of snowwoman design comprised of illustrations of pieces of coal forming eyes, a smile, and buttons, and a carrot forming a nose, with an actual piece of fabric between the face and the buttons representing a scarf that attaches to the shirt and that lays horizontally across the shirt with a knot to keep it in place. the shape of the shirt shown in dotted lines is not a feature of the mark and serves to show the position of the mark on the goods.  snowmen    iris (eye); human eyes; eyes, human    potatoes; parsnips; carrots; beets    suits, women's; dresses; gowns, ladies' ball; skirts    scarves; ascots; bandannas; neckerchiefs    buttons, clothing",
87943182,1,"1,070,115","10,702,011,502",the mark consists of a lightning bolt in the foreground on a world globe in the background.  globes with meridians and parallels only    lightning; electricity; sparks (jagged lines),
87944891,"03,06,19,26","315,060,319,092,617","31,519,031,524,031,500,000,000,000,000,000,000,000,000","the mark consists of a bottle with a narrow neck which has a blue and white neck label with white geese imprinted on a blue band on the bottom of the neck label. centered on the front of the bottle is a silhouette of a large goose with a white neck and head, black eye, black outline around the beak, a blue body and several smaller white geese with black outlines behind and in front of the larger goose. these white geese with black outlines appear to be flying over a mountainous lake design which is generally blue with some white for shading purposes. there is a flock of white flying geese above the lake that is blue and grey. the mountains in the mark are blue and grey with white shading. below the mark is a rectangle comprising a blue portion on the left, a red portion on the right, and a white portion in the middle. the broken lines depicting the shape of the bottle indicate placement of the mark on the goods and are not part of the mark.  ducks; swans; geese; goose    birds in flight or with outspread wings    stylized birds    robins; ravens; other birds not categorized elsewhere; jays; crows; cardinals; blackbirds; woodpeckers    waves, open sea (multiple waves); ripples (multiple waves); ocean    jars with straight or vertical sides; flasks with straight or vertical sides; bottles, jars or flasks with straight, vertical sides    straight line(s), band(s) or bar(s); bands, straight; bars, straight; lines, straight    bars, horizontal; horizontal line(s), band(s) or bar(s); lines, horizontal; bands, horizontal",
87945005,26,2613,261321,the mark consists of the idelik shoe patent.  the color of black. the idelik shoe invention.  quadrilaterals that are completely or partially shaded,
87945126,"01,03","1,010,303","10,104,030,301,030,300,000,000","the mark consists of the head of an elephant on the left with an asterisk above it.  star a single star with six points    elephants; mammoths; mastodons    heads of elephants, hippos, rhinos, alpacas, llamas    stylized elephants, hippos, rhinos, alpacas, llamas",
87945224,5,501,"50,103,050,125",the mark consists of silhouette of a palm tree inside the silhouette of an oak tree.  palm trees    other trees or bushes; cypress tree; willow tree,
87945268,"14,15,19,23","1,411,150,119,072,300","141,108,150,125,190,000,000,000,000,000,000,000","the mark consists of a three-dimensional configuration of the goods in the nature of a handgun retention and release system for a holster comprising an l-shaped lever featuring an engagement or locking end on one side for securely retaining a handgun in a holster and a quick-release button on the opposite side for releasing a handgun from a holster. the outline of the holster is shown in broken or dotted lines as it is not claimed as a feature of the mark.  locks, combination; padlocks; locks; locks and key holes; padlocks; combination locks    door closers; compactors, industrial and commercial; fulcrums; pumps, air (motorized); air pumps, motorized; trash compactors, industrial; robots, industrial    soap dispenser; shadow boxes; cases, eyeglass; clothes hampers; coolers (ice chests); hampers    revolvers; pistols; derringers    flame throwers; other firearms such as bazookas; rocket launcher    other ammunition and explosives; land mines",
87945402,"05,26","5,032,601","50,325,260,102,260,100","the mark consists of the design of a partially encircled leaf.  other leaves; leaf, single    plain single line circles; circles, plain single line    incomplete circles (more than semi-circles); circles, incomplete (more than semi-circles)",
87945823,"24,26","241,124,132,601","241,101,241,325,260,000","the mark consists of cross pattee surmounted by a crown.  the center of the cross contains a disk with an image of a similar crown in the center.  crowns closed at the top    other crosses, including ankh, maltese; cross, maltese; cross, ankh    circles as carriers or as single line borders",
87946674,24,2409,240905,"the mark consists of a flag displayed vertically.  american flags; flags, american",
87947499,"05,08","5,070,801","50,702,080,101","the mark consists of a loaf of bread with a wheat plant on both sides.  stalks (grain); haystacks; bundles, grain    pita; bread (whole loaves)",
